title,company,location,salary,category,timestamp,industryCode,industry
"Animal Care Technician, Animal Resource Centre, Cumming Scho...",University of Calgary,"Calgary, AB",Temporary +1,New Grad,2022-07-22 14:00:25 UTC,79.0,public policy
"Program Evaluation and Planning Specialist, Schulich School of Engineering",University of Calgary,"Calgary, AB",Temporary +1,New Grad,2023-01-14 20:47:36 UTC,79.0,public policy
"Senior Manager, Experiential and Work-integrated Learning, Engineering Student Centre",University of Calgary,"Calgary, AB T2N 1N4",Temporary +1,New Grad,2023-01-17 00:03:02 UTC,79.0,public policy
"Analyst, Planning and Reviews, Office of the Provost and VP...",University of Calgary,"Calgary, AB",Temporary +1,New Grad,2022-11-03 10:50:42 UTC,79.0,public policy
"General Stage Technician, Theatre Services, Faculty of Arts",University of Calgary,"Calgary, AB",Part-time +2Overtime +1,Intern,2022-12-23 07:16:42 UTC,79.0,public policy
"Stage Technician, Theatre Services, Faculty of Arts",University of Calgary,"Calgary, AB",Part-time +2Evening shift +1,Intern,2022-07-23 09:30:12 UTC,79.0,public policy
"Program Specialist, Undergraduate Programs, Haskayne School...",University of Calgary,"Calgary, AB",Part-time +1,New Grad,2022-07-19 06:00:19 UTC,79.0,public policy
"Project Coordinator, Community Health Sciences, Cumming School of Medicine",University of Calgary,"Calgary, AB",Part-time +1,Project Coordinator,2022-12-01 16:02:08 UTC,79.0,public policy
"Assistant, Associate or Full Professor, Haskayne School of B...",University of Calgary,"Calgary, AB",Part-time +1,New Grad,2022-11-11 08:34:49 UTC,79.0,public policy
"Professor, Haskayne School of Business",University of Calgary,"Calgary, AB",Part-time +1,New Grad,2022-11-11 08:32:02 UTC,79.0,public policy
"Research Assistant, Clinical Neurosciences, Cumming School of Medicine",University of Calgary,"Calgary, AB",Part-time +1,New Grad,2023-01-19 14:16:15 UTC,79.0,public policy
"Research Assistant, Libin Cardiovascular Institute, Cumming School of Medicine",University of Calgary,"Calgary, AB",Part-time +1,New Grad,2022-12-22 06:46:01 UTC,79.0,public policy
"Research Geophysicist, Geoscience, Faculty of Science",University of Calgary,"Calgary, AB",Part-time +1,New Grad,2022-12-23 07:30:52 UTC,79.0,public policy
"Barrier Lake Field Station Summer Intern, Biogeoscience Inst...",University of Calgary,"Calgary, AB",Part-time +1,Intern,2022-07-01 14:30:17 UTC,79.0,public policy
"Software Developer, Radiology, Cumming School of Medicine",University of Calgary,"Calgary, AB",Part-time +1,"Frontend Developer, New Grad, Software Developer",2023-01-17 22:46:48 UTC,79.0,public policy
"Histology Technician, Diagnostic Services Unit, Faculty of V...",University of Calgary,"Calgary, AB",Part-time,New Grad,2022-10-25 08:17:08 UTC,79.0,public policy
"Research Assistant, Special Projects, Office of Indigenous Engagement",University of Calgary,"Calgary, AB",Part-time,Project Coordinator,2022-12-02 13:19:32 UTC,79.0,public policy
"Project Assistant, Events & Communications, Office of Indigenous Engagement",University of Calgary,"Calgary, AB",Part-time,Project Coordinator,2022-11-22 01:02:59 UTC,79.0,public policy
"Research Coordinator, Faculty of Social Work (Calgary or Edm...",University of Calgary,"Remote in Calgary, AB",Part-time,Project Coordinator,2022-06-15 01:30:16 UTC,79.0,public policy
"Instructor, Change Management 2022-2023, U of C Continuing E...",University of Calgary,"Calgary, AB",Part-time,Software Developer,2022-07-16 10:00:15 UTC,79.0,public policy
"Research Coordinator, Paediatrics, Cumming School of Medicin...",University of Calgary,"Calgary, AB",Part-time,New Grad,2022-07-26 09:00:26 UTC,79.0,public policy
"Database Developer, CSM Clinical Research, Cumming School of...",University of Calgary,"Calgary, AB",Part-time,Software Developer,2022-07-01 06:30:17 UTC,79.0,public policy
"Animal Care Technician, Animal Resource Centre, Cumming School of Medicine",University of Calgary,"Calgary, AB",Full-timeWeekend availability,New Grad,2023-01-12 13:05:51 UTC,79.0,public policy
"Portfolio Coordinator, IT Project Management, Information Te...",University of Calgary,"Calgary, AB",Full-timeWeekend availability,Project Coordinator,2022-10-19 07:17:10 UTC,79.0,public policy
"Academic Programs Specialist, Faculty of Arts",University of Calgary,"Calgary, AB",Full-timeOvertime +1,New Grad,2022-11-26 08:16:41 UTC,79.0,public policy
"Research Technician, Schulich School of Engineering",University of Calgary,"Calgary, AB",Full-timeOvertime,New Grad,2023-01-14 20:47:38 UTC,79.0,public policy
"Specialist, Business Intelligence, Application and Web Services, Information Technologies",University of Calgary,"Calgary, AB",Full-timeMonday to Friday,"Business Analyst, Data Analyst",2023-01-10 14:05:14 UTC,79.0,public policy
"Administrative Assistant, Faculty of Graduate Studies",University of Calgary,"Calgary, AB",Full-timeMonday to Friday,New Grad,2022-12-15 04:02:19 UTC,79.0,public policy
"Specialist, Business Intelligence, Application and Web Servi...",University of Calgary,"Calgary, AB",Full-timeMonday to Friday,Risk Analyst,2022-10-19 23:45:39 UTC,79.0,public policy
"Pluralistic Engagement Coordinator, Faith & Spirituality Cen...",University of Calgary,"Calgary, AB",Full-timeMonday to Friday,"Intern, Marketing Coordinator",2022-11-04 06:32:48 UTC,79.0,public policy
"Registered Nurse, Stroke Research, Clinical Neurosciences, C...",University of Calgary,"Calgary, AB",Full-timeEvening shift,New Grad,2022-07-05 15:01:11 UTC,79.0,public policy
"ITSM Business Analyst, Information Technologies",University of Calgary,"Calgary, AB",Full-timeEvening shift,"Business Analyst, Data Analyst",2022-05-31 23:30:13 UTC,79.0,public policy
"Administrative Coordinator, Student Success Centre, Student...",University of Calgary,"Calgary, AB",Full-time8 hour shift +1,Intern,2022-07-12 03:00:14 UTC,79.0,public policy
"Research Coordinator, Compassion Research, Faculty of Nursin...",University of Calgary,"Calgary, AB",Full-time +1Weekend availability,Project Coordinator,2022-09-23 05:32:36 UTC,79.0,public policy
"Program Coordinator, Simpson Centre, School of Public Policy",University of Calgary,"Calgary, AB",Full-time +1Monday to Friday,Project Coordinator,2022-12-06 05:20:20 UTC,79.0,public policy
"Research Project Coordinator, Psychology, Faculty of Arts",University of Calgary,"Calgary, AB",Full-time +1Monday to Friday,Project Coordinator,2022-09-28 13:02:33 UTC,79.0,public policy
"Geospace Solutions Engineer, Physics and Astronomy, Faculty...",University of Calgary,"Calgary, AB",Full-time +1,"Full Stack Developer, Web Developer, Electrical Engineer",2022-10-29 05:30:49 UTC,79.0,public policy
"Research Associate, Health and Wellness Lab, Faculty of Kine...",University of Calgary,"Calgary, AB",Full-time +1,New Grad,2022-10-29 07:31:07 UTC,79.0,public policy
"Research Technician, Virology, Microbiology, Immunology and Infectious Diseases, Cumming School of Medicine",University of Calgary,"Calgary, AB",Full-time +1,New Grad,2023-01-20 00:02:01 UTC,79.0,public policy
"Program Coordinator, Food Marketing, Policy, and Children's...",University of Calgary,"Calgary, AB",Full-time +1,Project Coordinator,2022-09-21 00:32:59 UTC,79.0,public policy
"Real World Evidence Analyst, Community Health Sciences, Cumm...",University of Calgary,"Calgary, AB",Full-time +1,Data Analyst,2022-10-05 15:02:11 UTC,79.0,public policy
"Laboratory Analyst, Physiology and Pharmacology, Cumming School of Medicine",University of Calgary,"Calgary, AB",Full-time +1,Data Analyst,2023-01-05 09:31:05 UTC,79.0,public policy
"Data Analyst, Physiology & Pharmacology, Cumming School of M...",University of Calgary,"Calgary, AB",Full-time +1,Data Analyst,2022-11-01 13:01:33 UTC,79.0,public policy
"Research Associate, Chemical & Petroleum Engineering, Schuli...",University of Calgary,"Calgary, AB",Full-time +1,New Grad,2022-11-04 06:49:48 UTC,79.0,public policy
"Research Associate, Chemical & Petroleum Engineering, Schuli...",University of Calgary,"Calgary, AB",Full-time +1,New Grad,2022-09-29 14:03:43 UTC,79.0,public policy
"Senior Software Developer, Community Health Sciences, Cumming School of Medicine",University of Calgary,"Calgary, AB",Full-time +1,Full Stack Developer,2022-11-16 12:32:03 UTC,79.0,public policy
"Marketing Assistant Coordinator, Hotchkiss Brain Institute,...",University of Calgary,"Calgary, AB",Full-time +1,Marketing Coordinator,2022-10-22 00:00:42 UTC,79.0,public policy
"Program Coordinator, Obstetrics & Gynaecology, Cumming Schoo...",University of Calgary,"Calgary, AB",Full-time +1,Project Coordinator,2022-11-03 12:17:47 UTC,79.0,public policy
"Sr. Analyst, Financial Reporting, Finance",University of Calgary,"Calgary, AB",Full-time,"Investment Analyst, Business Analyst, Financial Analyst",2022-10-25 06:45:29 UTC,79.0,public policy
"Grad Recruitment Strategist, Haskayne School of Business",University of Calgary,"Calgary, AB",Full-time,New Grad,2022-11-08 14:31:00 UTC,79.0,public policy
"HR Analyst, HR Services, Human Resources",University of Calgary,"Calgary, AB",Full-time,"Data Analyst, HR Analyst",2022-06-23 02:00:13 UTC,79.0,public policy
"Human Resources Partner, HR Services, Human Resources",University of Calgary,"Calgary, AB",Full-time,New Grad,2022-06-23 01:00:23 UTC,79.0,public policy
"Administrative Assistant, Faculty of Arts",University of Calgary,"Calgary, AB",Full-time,New Grad,2022-12-14 04:16:16 UTC,79.0,public policy
"Senior Project Analyst, Office of Research Services, VP Rese...",University of Calgary,"Calgary, AB",Full-time,Risk Analyst,2022-06-24 15:30:12 UTC,79.0,public policy
"Associate Director, Internal Controls, Finance",University of Calgary,"Calgary, AB",Full-time,Risk Analyst,2022-12-03 13:32:24 UTC,79.0,public policy
"Counsellor (Instructor), Student Wellness Services, Student...",University of Calgary,"Calgary, AB",Full-time,Intern,2022-06-11 05:31:23 UTC,79.0,public policy
"Education Technology Technician, Undergraduate Learning Serv...",University of Calgary,"Calgary, AB",Full-time,New Grad,2022-07-06 13:30:23 UTC,79.0,public policy
"Academic Program Specialist, Faculty of Arts",University of Calgary,"Calgary, AB",Full-time,New Grad,2022-07-06 13:30:17 UTC,79.0,public policy
"Senior Systems Development Analyst, Development Data, Office of Advancement",University of Calgary,"Calgary, AB",Full-time,"Business Analyst, Data Analyst",2022-12-02 12:21:31 UTC,79.0,public policy
"Peoplesoft Functional Analyst, People Processes and Solution...",University of Calgary,"Calgary, AB",Full-time,HR Analyst,2022-10-28 10:30:43 UTC,79.0,public policy
"Academic Position in Gastroenterology, Department of Medicine, Cumming School of Medicine",University of Calgary,"Calgary, AB",Full-time,New Grad,2023-01-20 11:32:23 UTC,79.0,public policy
"Assistant Professor in Software Engineering: Quantum Computing Applications, Schulich School of Engineering",University of Calgary,"Calgary, AB",Full-time,Software Developer,2023-01-20 12:50:24 UTC,79.0,public policy
"Manager, Internal Controls and Processes, Financial Reportin...",University of Calgary,"Calgary, AB",Full-time,Risk Analyst,2022-09-21 02:47:07 UTC,79.0,public policy
"Indigenous Student Support Advisor, Student Wellness Service...",University of Calgary,"Calgary, AB",Full-time,Intern,2022-07-08 05:30:13 UTC,79.0,public policy
"Senior Financial Analyst, Asset Management, Finance",University of Calgary,"Calgary, AB",Full-time,"Business Analyst, Financial Analyst",2022-07-20 12:30:17 UTC,79.0,public policy
"Graduate Internship Program Coordinator, Graduate Science Centre, Faculty of Science",University of Calgary,"Calgary, AB",Full-time,Intern,2023-02-01 11:17:01 UTC,79.0,public policy
"Data Engineering & Analytics Specialist, Development Data, VP Advancement",University of Calgary,"Calgary, AB",Full-time,Data Scientist,2023-02-01 01:47:23 UTC,79.0,public policy
"Graduate Program Advisor, Electrical & Software Engineering, Schulich School of Engineering",University of Calgary,"Calgary, AB",Full-time,Software Developer,2022-12-04 02:49:47 UTC,79.0,public policy
"Technical Systems Analyst, Information Technologies",University of Calgary,"Calgary, AB",Full-time,New Grad,2022-07-21 08:00:27 UTC,79.0,public policy
"Research Analyst/Writer, Paediatrics, Cumming School of Medi...",University of Calgary,"Remote in Calgary, AB",Full-time,Data Analyst,2022-06-14 02:30:21 UTC,79.0,public policy
"Manager, Pod Operations (CMF, ENGL, SLLLC), Faculty of Arts",University of Calgary,"Calgary, AB",Full-time,New Grad,2022-06-14 23:00:20 UTC,79.0,public policy
"Project Administrator, Mechanical & Manufacturing Engineerin...",University of Calgary,"Calgary, AB",Full-time,"New Grad, Project Coordinator",2022-06-14 23:00:19 UTC,79.0,public policy
"Manager, Graduate Recruitment, Faculty of Graduate Studies",University of Calgary,"Calgary, AB",Full-time,New Grad,2022-10-05 14:19:23 UTC,79.0,public policy
"Coordinator, Insurance & Risk Programs, Risk Management, VP...",University of Calgary,"Calgary, AB",Full-time,Project Coordinator,2022-10-05 15:48:52 UTC,79.0,public policy
"Faculty of Kinesiology Graduate Program Coordinator, Academi...",University of Calgary,"Calgary, AB",Full-time,Project Coordinator,2022-10-05 15:48:39 UTC,79.0,public policy
"Associate Director, Research Accounting, Finance",University of Calgary,"Calgary, AB",Full-time,Risk Analyst,2022-11-26 05:46:40 UTC,79.0,public policy
"Assistant or Associate Professor, Applied Data Science, Facu...",University of Calgary,"Calgary, AB",Full-time,Data Scientist,2022-07-22 17:30:16 UTC,79.0,public policy
"Application Developer, Radiology, Cumming School of Medicine",University of Calgary,"Calgary, AB",Full-time,Software Developer,2022-07-22 16:00:25 UTC,79.0,public policy
"Senior Financial Analyst, Capital & IT (Finance Services), Facilities",University of Calgary,"Calgary, AB T2N 1N4",Full-time,Financial Analyst,2023-01-21 03:17:29 UTC,79.0,public policy
"Business Operations Administrator, Research and Administrati...",University of Calgary,"Calgary, AB",Full-time,New Grad,2022-09-23 04:02:52 UTC,79.0,public policy
"Peoplesoft Functional Analyst, People Processes and Solutions, Human Resources",University of Calgary,"Calgary, AB",Full-time,HR Analyst,2022-12-06 12:15:43 UTC,79.0,public policy
"Coordinator, Communications, Office of the VP Finance and VP Services",University of Calgary,"Calgary, AB",Full-time,Marketing Coordinator,2022-12-06 22:38:36 UTC,79.0,public policy
"Lead, Change Readiness & Adoption, Graduate Student Journey...",University of Calgary,"Calgary, AB",Full-time,New Grad,2022-10-18 08:06:59 UTC,79.0,public policy
"Partner, Human Resources",University of Calgary,"Calgary, AB",Full-time,New Grad,2022-11-25 12:53:26 UTC,79.0,public policy
"Research Project Coordinator, Sociology, Faculty of Arts",University of Calgary,"Calgary, AB",Full-time,Project Coordinator,2022-06-15 11:30:17 UTC,79.0,public policy
